Year,Country,Fatal (Y/N),gdp
2015,SPAIN,N,25732.0183647454
2015,USA,N,56863.3714957652
2015,AUSTRALIA,N,56755.7217124249
2015,BRAZIL,N,8814.00141787464
2015,HIGH_INCOME,Y,28396.9084228616
2015,AUSTRALIA,N,56755.7217124249
2015,BAHAMAS,N,31295.5638695885
2015,SOUTH AFRICA,N,5734.63342207587
2015,MIDUPP_INCOME,N,6124.49088707134
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,AUSTRALIA,N,56755.7217124249
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,LOW_INCOME,N,589.85904996253
2015,AUSTRALIA,N,56755.7217124249
2015,USA,N,56863.3714957652
2015,SOUTH AFRICA,N,5734.63342207587
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,LOW_INCOME,Y,589.85904996253
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,LOW_INCOME,N,589.85904996253
2015,AUSTRALIA,N,56755.7217124249
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,AUSTRALIA,N,56755.7217124249
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,AUSTRALIA,N,56755.7217124249
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,AUSTRALIA,N,56755.7217124249
2015,USA,N,56863.3714957652
2015,MIDUPP_INCOME,N,5840.05306687798
2015,FIJI,N,5390.71420703085
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,AUSTRALIA,N,56755.7217124249
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,AUSTRALIA,N,56755.7217124249
2015,MIDUPP_INCOME,N,11642.7780517123
2015,USA,N,56863.3714957652
2015,AUSTRALIA,Y,56755.7217124249
2015,USA,N,56863.3714957652
2015,AUSTRALIA,N,56755.7217124249
2015,FRANCE,N,36638.184929157
2015,SOUTH AFRICA,N,5734.63342207587
2015,USA,N,56863.3714957652
2015,BAHAMAS,N,31295.5638695885
2015,USA,N,56863.3714957652
2015,AUSTRALIA,N,56755.7217124249
2015,AUSTRALIA,N,56755.7217124249
2015,USA,N,56863.3714957652
2015,AUSTRALIA,N,56755.7217124249
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,SOUTH AFRICA,N,5734.63342207587
2015,SOUTH AFRICA,N,5734.63342207587
2015,USA,N,56863.3714957652
2015,AUSTRALIA,N,56755.7217124249
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,AUSTRALIA,N,56755.7217124249
2015,USA,N,56863.3714957652
2015,HIGH_INCOME,N,29763.4883013861
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,FRANCE,N,36638.184929157
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,MICRONESIA,N,2906.61701228808
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,USA,N,56863.3714957652
2015,FRANCE,Y,36638.184929157
2015,USA,N,56863.3714957652
2015,AUSTRALIA,N,56755.7217124249
2015,SOUTH AFRICA,N,5734.63342207587
2015,USA,Y,56863.3714957652
2015,USA,N,56863.3714957652
2015,AUSTRALIA,N,56755.7217124249
2015,AUSTRALIA,N,56755.7217124249
2015,USA,N,56863.3714957652
2015,FRANCE,Y,36638.184929157
2015,AUSTRALIA,N,56755.7217124249
2015,USA,N,56863.3714957652
2015,SOUTH AFRICA,N,5734.63342207587
2015,EGYPT,Y,3562.93265798423
2015,USA,N,56863.3714957652
2015,MICRONESIA,N,2906.61701228808
2015,AUSTRALIA,N,56755.7217124249
2015,MEXICO,N,9616.64555810607
2015,MICRONESIA,N,2906.61701228808
2015,FRANCE,Y,36638.184929157
2015,AUSTRALIA,Y,56755.7217124249
2015,AUSTRALIA,N,56755.7217124249
2015,AUSTRALIA,N,56755.7217124249
2015,AUSTRALIA,N,56755.7217124249
2015,USA,N,56863.3714957652
2015,AUSTRALIA,N,56755.7217124249
2015,SOUTH AFRICA,N,5734.63342207587
2015,USA,N,56863.3714957652
2015,AUSTRALIA,N,56755.7217124249
2015,AUSTRALIA,N,56755.7217124249
2015,BAHAMAS,N,31295.5638695885
2015,SOUTH AFRICA,N,5734.63342207587
2015,USA,N,56863.3714957652
2014,AUSTRALIA,N,56343.061163788
2014,AUSTRALIA,Y,56343.061163788
2014,HIGH_INCOME,N,18005.7292840263
2014,USA,N,55574.3568248497
2014,AUSTRALIA,N,56343.061163788
2014,JAPAN,N,34386.905855287
2014,AUSTRALIA,Y,56343.061163788
2014,SPAIN,N,24762.3808669492
2014,AUSTRALIA,N,56343.061163788
2014,MIDUPP_INCOME,Y,8954.55747253886
2014,AUSTRALIA,N,56343.061163788
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,AUSTRALIA,N,56343.061163788
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,AUSTRALIA,N,56343.061163788
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,AUSTRALIA,N,56343.061163788
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,AUSTRALIA,N,56343.061163788
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,AUSTRALIA,N,56343.061163788
2014,USA,N,55574.3568248497
2014,MICRONESIA,N,2815.49752902331
2014,AUSTRALIA,Y,56343.061163788
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,SPAIN,N,24762.3808669492
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,SPAIN,N,24762.3808669492
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,AUSTRALIA,N,56343.061163788
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,BAHAMAS,N,31524.779043035
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,SOUTH AFRICA,N,5754.48537962501
2014,USA,N,55574.3568248497
2014,FRANCE,N,36363.9915771867
2014,USA,N,55574.3568248497
2014,SPAIN,N,24762.3808669492
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,BAHAMAS,N,31524.779043035
2014,AUSTRALIA,N,56343.061163788
2014,AUSTRALIA,N,56343.061163788
2014,AUSTRALIA,N,56343.061163788
2014,BRAZIL,N,9214.98938314987
2014,USA,N,55574.3568248497
2014,AUSTRALIA,N,56343.061163788
2014,JAPAN,N,34386.905855287
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,AUSTRALIA,N,56343.061163788
2014,USA,N,55574.3568248497
2014,AUSTRALIA,N,56343.061163788
2014,FRANCE,N,36363.9915771867
2014,AUSTRALIA,N,56343.061163788
2014,USA,N,55574.3568248497
2014,AUSTRALIA,N,56343.061163788
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,SOUTH AFRICA,N,5754.48537962501
2014,USA,N,55574.3568248497
2014,AUSTRALIA,N,56343.061163788
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,SOUTH AFRICA,N,5754.48537962501
2014,SOUTH AFRICA,N,5754.48537962501
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,AUSTRALIA,Y,56343.061163788
2014,SOUTH AFRICA,Y,5754.48537962501
2014,USA,N,55574.3568248497
2014,USA,N,55574.3568248497
2014,FRANCE,N,36363.9915771867
2014,AUSTRALIA,N,56343.061163788
2014,AUSTRALIA,N,56343.061163788
2014,USA,N,55574.3568248497
2014,MICRONESIA,N,2815.49752902331
2014,PAPUA NEW GUINEA,N,2564.91384488283
2014,AUSTRALIA,Y,56343.061163788
2014,HIGH_INCOME,N,18053.4797484357
2014,NEW ZEALAND,N,38015.9295775475
2014,AUSTRALIA,N,56343.061163788
2014,NEW ZEALAND,N,38015.9295775475
2014,JAPAN,N,34386.905855287
2014,USA,N,55574.3568248497
2014,NEW ZEALAND,N,38015.9295775475
2013,FRANCE,N,36190.6104790852
2013,SOUTH AFRICA,N,5740.32639507131
2013,MIDLOW_INCOME,N,1446.69560094468
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,AUSTRALIA,N,55776.8623014324
2013,USA,Y,54604.1300544798
2013,AUSTRALIA,Y,55776.8623014324
2013,USA,N,54604.1300544798
2013,AUSTRALIA,Y,55776.8623014324
2013,USA,N,54604.1300544798
2013,AUSTRALIA,N,55776.8623014324
2013,BAHAMAS,N,31490.1091717533
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,AUSTRALIA,N,55776.8623014324
2013,FRANCE,N,36190.6104790852
2013,AUSTRALIA,N,55776.8623014324
2013,AUSTRALIA,N,55776.8623014324
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,SOUTH AFRICA,Y,5740.32639507131
2013,AUSTRALIA,N,55776.8623014324
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,HIGH_INCOME,N,35055.7980583069
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,BAHAMAS,N,31490.1091717533
2013,USA,N,54604.1300544798
2013,BAHAMAS,N,31490.1091717533
2013,USA,N,54604.1300544798
2013,FRANCE,N,36190.6104790852
2013,USA,N,54604.1300544798
2013,AUSTRALIA,N,55776.8623014324
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,USA,Y,54604.1300544798
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,SOUTH AFRICA,N,5740.32639507131
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,BAHAMAS,N,31490.1091717533
2013,MEXICO,N,9282.99193347296
2013,USA,N,54604.1300544798
2013,BAHAMAS,N,31490.1091717533
2013,BAHAMAS,N,31490.1091717533
2013,BRAZIL,Y,9247.5855635843
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,FRANCE,Y,36190.6104790852
2013,UNITED KINGDOM,Y,43433.9477037155
2013,USA,N,54604.1300544798
2013,AUSTRALIA,N,55776.8623014324
2013,HIGH_INCOME,N,101488.844361576
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,SOUTH AFRICA,N,5740.32639507131
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,AUSTRALIA,N,55776.8623014324
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,BRAZIL,Y,9247.5855635843
2013,FRANCE,Y,36190.6104790852
2013,USA,N,54604.1300544798
2013,AUSTRALIA,N,55776.8623014324
2013,MEXICO,N,9282.99193347296
2013,AUSTRALIA,N,55776.8623014324
2013,USA,N,54604.1300544798
2013,SOUTH AFRICA,N,5740.32639507131
2013,USA,N,54604.1300544798
2013,HIGH_INCOME,Y,35222.3885175896
2013,MICRONESIA,N,2923.35971248742
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,MIDUPP_INCOME,N,13964.5611290124
2013,MIDUPP_INCOME,N,4664.13651234329
2013,BAHAMAS,N,31490.1091717533
2013,SOUTH AFRICA,N,5740.32639507131
2013,SOUTH AFRICA,N,5740.32639507131
2013,MIDUPP_INCOME,Y,4884.39200000689
2013,AUSTRALIA,N,55776.8623014324
2013,PHILIPPINES,N,2740.45648888371
2013,SOUTH AFRICA,N,5740.32639507131
2013,NEW ZEALAND,Y,37232.6613240558
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,USA,N,54604.1300544798
2013,MICRONESIA,N,2923.35971248742
2013,MIDUPP_INCOME,N,4884.39200000689
2013,AUSTRALIA,N,55776.8623014324
2013,AUSTRALIA,N,55776.8623014324
2013,USA,N,54604.1300544798
2013,NEW ZEALAND,N,37232.6613240558
2013,AUSTRALIA,N,55776.8623014324
2012,USA,N,53989.2483396923
2012,AUSTRALIA,N,55315.3310163741
2012,AUSTRALIA,N,55315.3310163741
2012,SOUTH AFRICA,Y,5691.71454556114
2012,AUSTRALIA,N,55315.3310163741
2012,USA,N,53989.2483396923
2012,AUSTRALIA,N,55315.3310163741
2012,NEW ZEALAND,N,36534.9366581239
2012,USA,N,53989.2483396923
2012,MEXICO,Y,9280.25863791442
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,Y,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,MIDLOW_INCOME,N,2500.64118074823
2012,USA,N,53989.2483396923
2012,AUSTRALIA,N,55315.3310163741
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,MIDLOW_INCOME,N,4108.38474323618
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,UNITED KINGDOM,N,42790.3727048028
2012,AUSTRALIA,N,55315.3310163741
2012,BRAZIL,Y,9056.59029073811
2012,USA,N,53989.2483396923
2012,AUSTRALIA,N,55315.3310163741
2012,USA,N,53989.2483396923
2012,FRANCE,N,36168.9393600525
2012,MICRONESIA,N,3076.1654054853
2012,USA,N,53989.2483396923
2012,AUSTRALIA,N,55315.3310163741
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,FRANCE,Y,36168.9393600525
2012,AUSTRALIA,Y,55315.3310163741
2012,USA,N,53989.2483396923
2012,BAHAMAS,N,32675.6367330986
2012,USA,N,53989.2483396923
2012,SOUTH AFRICA,N,5691.71454556114
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,AUSTRALIA,N,55315.3310163741
2012,USA,N,53989.2483396923
2012,AUSTRALIA,N,55315.3310163741
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,AUSTRALIA,N,55315.3310163741
2012,AUSTRALIA,N,55315.3310163741
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,MEXICO,N,9280.25863791442
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,FIJI,N,4683.20616624735
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,SOUTH AFRICA,Y,5691.71454556114
2012,AUSTRALIA,N,55315.3310163741
2012,USA,N,53989.2483396923
2012,AUSTRALIA,Y,55315.3310163741
2012,USA,N,53989.2483396923
2012,AUSTRALIA,N,55315.3310163741
2012,AUSTRALIA,N,55315.3310163741
2012,USA,N,53989.2483396923
